filename,report_type,has_sustainability_section
Sanford_Ltd_Sanford_Annual_Report_2014_-_published_3_December_2014pdf_bbu7ubwv.pdf,annual report,True
Unknown_5002190314_r4vfiaca.pdf,annual report,True
Hawaiian_Electric_Co_HEI_ESG_2021_R8_aegxodlh.pdf,integrated report,True
Life_Corp_SR22_E_All_9rz0txx4.pdf,sustainability report,True
Insmed_Inc_Insmed_2021_AnnualReport_wj6hgdiq.pdf,other,False
Galliford_Try_Holdings_PLC_annual-report-2010_lufvswp1.pdf,annual report,True
Olin_Corp_Catalog-2010-11_e19geovm.pdf,other,False
Unknown_59th-Annual-Report-2019-20_v3cdnogz.pdf,integrated report,True
Keyera_Corp_2016-Annual-Information-Form-FINAL_bm349nnc.pdf,integrated report,True
Calibre_Mining_Corp_B2Gold-Responsible-Mining-Report-2019_dci7blyx.pdf,sustainability report,True
Southwest_Securities_Co_Ltd_Southwest-Airlines-2022-One-Report_0mqn8e58.pdf,integrated report,True
Unknown_9bb1c5b9-6dbb-44d1-a280-b651bbd076f6_zt7fe3r0.pdf,other,False
NN_Group_NV_file_71rrdyaw.pdf,annual report,False
Segro_PLC_sustainability-report-2012_ncrf4s4v.pdf,sustainability report,True
Unknown_2017_eng_tdzuwgvs.pdf,other,False
Lg_Corp_LG20ESG20Reporting202022-2023_ENG_tkesgsns.pdf,sustainability report,True
Unknown_202220Annual20Report_v0d30ri0.pdf,other,False
Siemens_AG_siemens_sustainability_information2018_x0eyet28.pdf,sustainability report,True
Cashbuild_Ltd_2019-integrated-report_1njzenzl.pdf,integrated report,True
Ter_Beke_NV_Waarschoot_Annual20report2020201720-20EN_nr0lfvzd.pdf,annual report,False
Azbil_Corp_report2012_e_2lw0wr2k.pdf,other,False
Fujitsu_General_Ltd_fujitsudatabook2021e_pqz9n0kt.pdf,sustainability report,True
BASF_SE_2012_BASF_Report_lmq79gwn.pdf,other,False
Tokyu_Fudosan_Holdings_Corp_integratedreport_2018_82h38ejg.pdf,integrated report,True
AIA_Group_Ltd_aia-annual-report-2015-eng_6dpw11ja.pdf,integrated report,False
Logwin_AG_CSR_Report_2021_en_rbp4aney.pdf,sustainability report,True
Shanghai_Electric_Group_Co_Ltd_95909_s0uqoqkj.pdf,integrated report,True
PT_Soho_Global_Health_Tbk_Final_annual_report_2021_31_May_2022_bsj9v63h.pdf,integrated report,True
Banner_Corp_32banner-sustainability-report-2020_z3h5qheh.pdf,integrated report,True
Unknown_917947-2021-sustainability-report_ddozp0do.pdf,sustainability report,True
